cluster,size,pct_of_total,avg_elo,avg_games,pct_beginner,pct_intermediate,pct_advanced,pct_expert,elo_mean_mean,elo_std_mean,avg_time_opening_mean_mean,avg_time_opening_std_mean,avg_time_middlegame_mean_mean,avg_time_middlegame_std_mean,avg_time_endgame_mean_mean,avg_time_endgame_std_mean,time_variance_opening_mean_mean,time_variance_opening_std_mean
0,1338,5.887788778877888,1485.2487147075578,10.719730941704036,26.756352765321374,32.66068759342302,31.913303437967116,8.669656203288492,1485.067403347848,35.13234210746707,3.787711121891676,2.9925402527570566,10.625382745672578,6.163843021174944,11.986179794189125,6.212176490737608,65.77031929960341,116.05104947453833
1,7794,34.2970297029703,1563.160342286853,12.50423402617398,15.614575314344368,36.24583012573775,39.63305106492174,8.506543494996151,1563.2406408921713,15.955807818303146,1.5799521801533938,1.042625615195124,3.9020493747917877,1.869612425178947,5.612289226829734,2.161215055421087,15.594742022898082,22.619723904905744
2,8468,37.26292629262926,1795.7815302011484,16.835025980160605,6.565895134624469,21.53991497401984,41.55644780349551,30.337742087860182,1795.675693072948,16.785796364175752,0.9637856900047548,0.7131123385983191,2.254099942153445,1.191601182264527,3.1465629782855737,1.2134175777324476,18.33462011930085,19.78037902066894
3,82,0.36083608360836084,1779.858326811878,12.512195121951219,1.2195121951219512,21.951219512195124,58.536585365853654,18.29268292682927,1779.9654466999161,28.51054724744249,28.993469489610376,24.918978547806084,5.789681461361002,3.942855441407058,7.293810760303015,3.4823962978326737,6203.602402624055,5774.849538492712
4,5043,22.191419141914192,1803.3870797596776,17.775133848899465,7.713662502478684,21.4951417806861,38.44933571286933,32.34186000396589,1803.2781259486144,20.83838406996628,1.1191036087271096,0.8027917550195881,2.1299800405884315,1.0698370694747044,3.0112337448328326,1.1530994468532842,24.727284771737914,26.43011613875128
